CCRYP,1
CDUBI,2
CGRAY,2
CHAMU,1
CNERT,2
CRUST,2
CSETO,1
CTENE,2
OAUST,1
OINCO,1
PFALL,2
PHORS,1
PLUCI,1
PPALL,1
